0.00	0.00	-3.13	0.00
-0.18	0.00	-3.13	-135.24
-0.38	-7.70	-3.13	-18.34
-0.57	-9.60	-3.13	-2.44
-0.79	-9.86	-3.14	-0.47
-0.99	-10.75	-3.14	-0.31
-1.19	-10.01	-3.14	-0.18
-1.41	-9.91	-3.15	-0.17
-1.60	-10.75	-3.15	-0.16
-1.80	-10.01	-3.15	-0.20
-2.00	-9.91	-3.15	-0.12
-2.20	-9.90	-3.16	-0.01
-2.41	-10.75	-3.16	-0.13
-2.61	-10.01	-3.16	-0.15
-2.81	-9.91	-3.16	-0.02
-3.01	-9.90	-3.16	-0.12
-3.21	-9.90	-3.16	-0.03
-3.40	-9.90	-3.16	-0.01
-3.60	-9.90	-3.17	-0.13
-3.80	-9.90	-3.16	-0.02
-4.02	-9.90	-3.17	-0.01
-4.22	-10.75	-3.16	0.00
-4.41	-10.01	-3.16	-0.01
-4.61	-9.91	-3.16	0.02
-4.81	-9.90	-3.16	0.00
-5.01	-9.90	-3.16	0.11
-5.21	-9.90	-3.16	0.03
-5.42	-10.75	-3.16	0.00
-5.62	-10.01	-3.16	0.15
-5.82	-9.91	-3.15	0.14
-6.02	-9.90	-3.15	0.15
-6.23	-9.90	-3.15	0.15
-6.43	-10.75	-3.14	0.15
-6.63	-10.01	-3.14	0.17
-6.83	-9.91	-3.14	0.14
-7.03	-9.90	-3.13	0.16
-7.22	-9.90	-3.13	0.10
-7.42	-9.90	-3.13	0.19
-7.62	-9.90	-3.13	0.17
-7.84	-9.90	-3.12	0.24
-8.04	-10.75	-3.12	0.23
-8.23	-10.01	-3.11	0.08
-8.43	-9.91	-3.11	0.22
-8.63	-9.90	-3.11	0.02
-8.83	-9.90	-3.11	0.14
-9.03	-9.90	-3.10	0.14
-9.22	-9.90	-3.10	0.15
-9.42	-9.90	-3.10	0.15
-9.62	-9.90	-3.10	0.03
-9.84	-10.75	-3.09	0.13
-10.03	-10.01	-3.09	0.16
-10.23	-9.91	-3.09	0.02
-10.43	-9.90	-3.09	-0.01
-10.63	-9.90	-3.09	0.14
-10.83	-9.90	-3.09	0.02
-11.02	-9.90	-3.09	-0.01
-11.22	-9.90	-3.09	0.02
-11.42	-9.90	-3.09	-0.01
-11.62	-9.90	-3.09	0.00
-11.82	-9.90	-3.09	0.00
-12.01	-9.90	-3.09	-0.00
-12.21	-9.90	-3.09	-0.00
-12.41	-9.90	-3.09	-0.00
-12.61	-10.75	-3.09	0.01
-12.83	-9.16	-3.09	-0.02
-13.02	-10.65	-3.10	-0.13
-13.22	-10.00	-3.10	-0.17
-13.42	-9.91	-3.10	-0.14
-13.62	-9.90	-3.11	-0.15
-13.81	-9.90	-3.11	-0.15
-14.01	-9.90	-3.11	-0.15
-14.21	-9.90	-3.12	-0.16
-14.41	-9.90	-3.12	-0.15
-14.61	-9.90	-3.12	-0.13
-14.82	-9.90	-3.13	-0.17
-15.02	-10.75	-3.13	-0.17
-15.22	-10.01	-3.13	-0.14
-15.42	-9.91	-3.13	-0.15
-15.62	-9.90	-3.14	-0.15
-15.81	-9.90	-3.14	-0.15
-16.01	-9.90	-3.14	-0.02
-16.21	-9.90	-3.14	-0.14
-16.41	-9.90	-3.15	-0.16
-16.63	-9.90	-3.15	-0.14
-16.82	-10.75	-3.15	-0.01
-17.02	-10.01	-3.15	-0.15
-17.22	-9.91	-3.15	-0.00
-17.42	-9.90	-3.15	-0.13
-17.63	-10.75	-3.15	-0.02
-17.83	-10.01	-3.16	-0.00
-18.03	-9.91	-3.16	-0.13
-18.23	-9.90	-3.16	-0.03
-18.43	-9.90	-3.16	0.00
-18.64	-10.75	-3.16	-0.00
-18.84	-10.01	-3.16	-0.01
-19.04	-9.91	-3.16	0.02
-19.24	-9.90	-3.16	-0.01
-19.44	-9.90	-3.16	0.01
-19.63	-9.90	-3.16	-0.00
-19.83	-9.90	-3.15	0.00
-20.05	-9.90	-3.15	0.06
-20.25	-10.75	-3.15	0.07
-20.45	-10.01	-3.15	0.15
-20.64	-9.91	-3.15	0.16
-20.84	-9.90	-3.14	0.03
-21.04	-9.90	-3.14	0.12
-21.26	-10.75	-3.14	0.15
-21.43	-10.01	-3.13	0.15
-21.59	-9.06	-3.13	0.16
0.00	-8.07	-3.13	0.15
-0.02	932.49	-3.12	0.03
0.46	125.31	-3.11	0.38
1.07	37.49	-3.09	0.74
1.68	31.60	-3.07	0.91
2.28	30.80	-3.06	0.66
2.89	29.84	-3.04	0.74
3.48	30.56	-3.02	0.77
4.10	30.66	-3.01	1.01
4.69	30.68	-3.00	0.68
5.32	29.82	-2.98	0.61
5.92	30.56	-2.97	0.74
6.53	29.81	-2.96	0.47
7.13	30.56	-2.95	0.63
7.74	30.66	-2.95	0.49
8.35	29.82	-2.94	0.33
8.95	30.56	-2.93	0.30
9.54	29.81	-2.93	0.31
10.15	30.56	-2.93	0.17
10.75	29.81	-2.93	0.17
11.34	29.70	-2.93	0.01
11.95	30.55	-2.93	0.00
12.55	29.80	-2.93	-0.00
13.16	29.70	-2.93	-0.13
13.76	30.55	-2.94	-0.16
