0.00	0.00	0.00	-0.29
-0.08	-3.42	0.00	-0.09
-0.16	-3.49	0.00	-0.12
-0.24	-3.49	-0.00	-0.13
-0.34	-4.34	-0.01	-0.14
-0.46	-5.21	-0.01	-0.00
-0.61	-6.94	-0.01	0.00
-0.79	-7.83	-0.01	0.00
-0.99	-7.84	-0.01	-0.01
-1.19	-8.82	-0.00	0.13
-1.43	-9.69	0.00	0.14
-1.68	-11.30	0.01	0.27
-1.92	-10.48	0.01	0.14
-2.14	-9.60	0.02	0.16
-2.26	-5.31	0.02	0.14
-2.32	-2.66	0.02	0.14
-2.34	-0.90	0.02	0.00
-2.32	0.84	0.02	-0.00
-2.24	3.44	0.02	-0.01
-2.14	4.34	0.02	-0.00
-1.98	6.93	0.02	-0.26
-1.80	7.83	0.01	-0.27
-1.60	8.70	0.00	-0.27
-1.43	7.00	-0.00	-0.27
-1.29	6.23	-0.01	-0.27
-1.19	4.39	-0.02	-0.27
-1.13	2.65	-0.02	-0.14
-1.15	-0.81	-0.02	-0.00
-1.23	-3.44	-0.02	-0.00
-1.35	-5.20	-0.02	0.00
-1.52	-7.80	-0.02	-0.00
-1.76	-10.41	-0.01	0.16
-1.98	-9.60	-0.00	0.28
-2.14	-7.02	0.00	0.14
-2.30	-6.97	0.01	0.26
-2.43	-6.12	0.01	0.27
-2.53	-4.39	0.02	0.27
-2.59	-2.65	0.03	0.27
-2.61	-0.90	0.03	0.13
-2.51	4.26	0.03	0.14
-2.38	6.07	0.03	0.00
-2.14	9.52	0.03	-0.00
-1.84	13.13	0.03	-0.00
-1.46	15.64	0.03	-0.13
-1.01	19.23	0.02	-0.40
-0.51	21.00	0.01	-0.41
-0.02	21.04	0.00	-0.41
0.46	21.04	-0.01	-0.54
0.91	19.21	-0.02	-0.41
1.27	15.87	-0.03	-0.54
1.56	13.13	-0.04	-0.26
1.74	7.94	-0.05	-0.28
1.80	2.71	-0.05	-0.15
1.78	-0.81	-0.05	-0.14
1.60	-7.72	-0.05	-0.01
1.31	-12.98	-0.05	-0.00
0.87	-19.06	-0.05	0.27
0.32	-24.31	-0.04	0.27
-0.34	-27.83	-0.03	0.53
-1.03	-30.57	-0.01	0.53
-1.76	-30.63	-0.00	0.54
-2.47	-31.48	0.01	0.54
-3.19	-29.79	0.02	0.53
-3.80	-27.19	0.03	0.54
-4.35	-23.60	0.05	0.51
-4.79	-19.37	0.06	0.41
-5.13	-13.31	0.06	0.27
-5.30	-7.21	0.07	0.27
-5.32	-1.10	0.07	0.15
-5.15	7.68	0.08	0.13
-4.75	16.40	0.08	-0.00
-4.20	23.52	0.07	-0.13
-3.46	31.35	0.07	-0.28
-2.55	39.20	0.05	-0.67
-1.52	44.47	0.03	-0.83
-0.53	42.86	0.01	-0.95
0.44	41.97	-0.01	-1.07
1.33	38.54	-0.04	-0.95
2.10	33.34	-0.05	-0.82
2.69	25.54	-0.07	-0.68
3.09	17.70	-0.08	-0.41
3.31	9.74	-0.09	-0.28
3.34	1.89	-0.09	-0.00
3.17	-7.67	-0.09	0.01
2.77	-15.66	-0.08	0.26
2.20	-24.36	-0.07	0.53
1.46	-31.37	-0.05	0.67
0.63	-35.77	-0.03	0.69
-0.14	-33.29	-0.01	0.69
-0.85	-29.94	0.00	0.80
-1.54	-29.76	0.02	0.68
-2.16	-26.33	0.03	0.67
-2.69	-22.85	0.04	0.41
-3.11	-17.65	0.05	0.40
-3.38	-12.42	0.06	0.15
-3.54	-7.07	0.06	0.02
-3.52	0.73	0.06	-0.02
-3.34	6.97	0.06	-0.13
-3.05	12.96	0.04	-0.54
-2.65	16.50	0.03	-0.54
-2.24	18.39	0.02	-0.56
-1.88	15.00	0.00	-0.56
-1.54	13.23	-0.01	-0.54
-1.27	11.48	-0.02	-0.54
-1.09	8.03	-0.03	-0.28
-0.99	4.43	-0.03	-0.28
-1.01	-0.77	-0.04	-0.14
-1.13	-4.29	-0.04	-0.14
-1.35	-8.75	-0.04	-0.00
-1.68	-14.82	-0.04	0.13
-2.14	-19.95	-0.03	0.40
-2.69	-22.73	-0.02	0.40
-3.27	-24.49	-0.00	0.56
-3.78	-22.81	0.01	0.55
-4.28	-21.81	0.02	0.54
-4.71	-18.37	0.03	0.41
-5.05	-15.00	0.04	0.27
-5.32	-12.25	0.04	0.13
-5.44	-5.36	0.05	0.15
-5.48	-1.81	0.05	-0.00
-5.40	2.53	0.05	-0.00
-5.24	7.01	0.04	-0.13
-4.99	10.40	0.04	-0.27
-4.67	13.14	0.03	-0.41
-4.31	14.90	0.02	-0.27
-3.96	15.79	0.01	-0.29
-3.64	13.12	0.00	-0.41
-3.36	11.48	-0.01	-0.41
-3.15	9.74	-0.01	-0.28
-2.97	7.88	-0.01	-0.14
-2.87	4.42	-0.02	-0.14
-2.83	1.79	-0.02	-0.00
-2.83	0.89	-0.02	-0.00
-2.91	-2.67	-0.02	-0.00
-3.05	-5.30	-0.01	0.13
-3.23	-7.91	-0.01	0.15
-3.40	-6.99	-0.00	0.26
-3.56	-7.09	0.00	0.13
-3.74	-6.98	0.01	0.27
-3.90	-7.09	0.01	0.14
-4.06	-6.98	0.01	0.13
-4.20	-6.12	0.02	0.13
-4.31	-4.39	0.02	0.00
-4.39	-3.62	0.02	0.02
-4.41	-0.92	0.02	-0.00
-4.39	0.84	0.02	-0.00
-4.33	2.58	0.02	-0.01
-4.26	3.47	0.02	-0.00
-4.16	4.34	0.02	-0.14
-4.02	6.07	0.01	-0.27
-3.90	5.25	0.01	-0.14
-3.78	5.23	0.00	-0.14
-3.68	4.37	0.00	-0.00
-3.62	2.65	0.00	-0.14
-3.56	2.62	-0.00	-0.14
-3.52	1.02	-0.00	-0.01
-3.52	0.02	-0.00	0.00
-3.54	-0.86	-0.00	-0.01
-3.58	-1.73	-0.00	-0.01
-3.64	-2.60	-0.00	0.02
-3.74	-4.33	-0.00	-0.02
-3.84	-4.36	0.00	0.15
-3.96	-5.21	0.00	-0.04
-4.10	-6.09	0.00	0.13
-4.26	-6.96	0.01	0.14
-4.41	-6.97	0.01	0.13
-4.57	-6.97	0.01	0.14
-4.71	-6.12	0.02	0.14
-4.83	-5.25	0.02	0.00
-4.93	-4.37	0.02	0.00
-4.95	-0.94	0.02	0.01
-4.93	-0.02	0.02	0.00
-4.89	1.83	0.02	-0.00
-4.83	2.60	0.02	0.01
-4.75	3.47	0.02	0.00
-4.63	5.20	0.02	-0.14
-4.51	5.23	0.01	-0.14
-4.37	6.09	0.01	-0.13
-4.26	5.25	0.01	-0.17
-4.16	4.37	0.00	-0.12
-4.08	3.50	0.00	0.04
-4.02	2.63	0.00	-0.14
-3.96	2.62	0.00	-0.02
-3.94	0.90	-0.00	-0.03
-3.92	0.87	-0.00	-0.02
-3.92	0.02	-0.00	-0.15
-3.94	-0.86	-0.00	0.03
-4.02	-3.44	-0.00	-0.01
-4.10	-3.49	-0.00	0.02
-4.20	-4.34	-0.00	-0.01
-4.33	-6.07	0.00	0.14
-4.49	-6.10	0.00	0.13
-4.65	-7.07	0.01	0.16
-4.83	-7.83	0.01	0.00
-4.93	-4.42	0.02	0.03
-4.97	-1.79	0.02	0.01
-4.93	1.68	0.02	0.02
-4.85	3.45	0.02	-0.00
-4.77	3.49	0.02	-0.01
-4.65	4.34	0.02	0.00
-4.53	5.33	0.01	-0.14
-4.35	7.80	0.01	-0.28
-4.20	6.99	0.00	-0.15
-4.06	6.12	0.00	-0.15
-3.94	5.25	-0.00	-0.15
-3.84	4.37	-0.01	-0.13
-3.80	1.79	-0.01	-0.00
-3.80	0.03	-0.01	-0.11
-3.84	-1.71	-0.01	-0.01
-3.92	-3.45	-0.01	0.01
-4.04	-5.20	-0.01	0.01
-4.20	-6.94	-0.00	0.15
-4.41	-8.68	0.00	0.28
-4.61	-8.83	0.01	0.14
-4.81	-8.72	0.01	0.28
-4.99	-7.86	0.02	0.17
-5.15	-6.99	0.02	0.05
-5.19	-1.84	0.02	0.15
-5.19	-0.03	0.03	0.01
-5.13	2.57	0.03	0.03
-5.01	5.18	0.03	0.02
-4.85	6.08	0.02	-0.14
-4.65	8.78	0.02	-0.11
-4.37	11.29	0.02	-0.21
-4.10	11.45	0.01	-0.37
-3.82	12.31	0.00	-0.23
-3.56	11.35	-0.00	-0.23
-3.31	11.33	-0.00	-0.11
-3.09	9.62	-0.01	-0.23
-2.89	7.88	-0.01	-0.12
-2.75	6.25	-0.01	-0.11
-2.63	5.25	-0.01	-0.10
-2.55	3.52	-0.02	-0.13
-2.51	1.78	-0.02	0.02
-2.51	0.03	-0.01	0.02
-2.57	-2.57	-0.01	0.04
-2.67	-3.47	-0.01	0.01
-2.79	-5.31	-0.01	0.12
-2.95	-6.09	-0.01	0.16
-3.11	-7.07	-0.00	0.18
-3.31	-7.83	0.00	0.27
-3.48	-7.10	0.01	0.21
-3.64	-7.09	0.01	0.11
-3.80	-6.98	0.01	0.13
-3.92	-5.26	0.02	0.17
-4.02	-4.37	0.02	0.10
-4.06	-1.79	0.02	0.02
-4.06	-0.03	0.02	-0.01
-4.00	2.57	0.02	-0.01
-3.88	4.33	0.02	0.01
-3.72	6.18	0.03	0.03
-3.50	8.79	0.02	-0.27
-3.25	11.40	0.01	-0.24
-2.97	11.45	0.01	-0.25
-2.69	12.19	0.00	-0.26
-2.41	11.46	-0.00	-0.24
-2.16	11.33	-0.00	-0.13
-1.92	9.74	-0.01	-0.26
-1.70	8.85	-0.02	-0.26
-1.52	7.01	-0.02	-0.12
-1.44	3.67	-0.02	-0.12
-1.39	2.63	-0.02	0.02
-1.37	0.90	-0.02	-0.01
-1.43	-2.55	-0.02	0.03
-1.52	-3.47	-0.02	-0.01
-1.64	-5.31	-0.02	0.14
-1.82	-7.80	-0.01	0.14
-2.04	-9.56	-0.01	0.26
-2.28	-10.44	-0.00	0.28
-2.51	-10.46	0.01	0.27
-2.75	-9.72	0.01	0.14
-2.97	-9.59	0.02	0.26
-3.15	-7.88	0.02	0.14
-3.29	-6.13	0.02	0.12
-3.38	-4.39	0.02	0.14
-3.42	-1.79	0.02	0.00
-3.44	-0.89	0.02	-0.01
-3.40	1.70	0.02	-0.01
-3.31	4.31	0.02	0.00
-3.17	6.07	0.02	-0.01
-2.97	8.67	0.02	-0.26
-2.75	9.57	0.02	-0.15
-2.51	10.44	0.01	-0.28
-2.26	10.46	0.00	-0.27
-2.04	9.72	-0.00	-0.15
-1.82	8.74	-0.01	-0.28
-1.64	7.98	-0.01	-0.14
-1.50	6.14	-0.02	-0.28
-1.41	4.39	-0.02	-0.01
-1.37	1.79	-0.02	-0.13
-1.39	-0.82	-0.02	-0.04
-1.46	-2.58	-0.02	0.01
-1.58	-4.44	-0.02	-0.01
-1.74	-7.04	-0.02	-0.01
-1.96	-9.54	-0.01	0.13
-2.24	-12.15	-0.01	0.15
-2.47	-10.49	-0.00	0.15
-2.67	-7.15	-0.00	0.13
-2.85	-7.95	0.00	0.13
-3.05	-7.85	0.01	0.17
-3.23	-7.96	0.01	0.26
-3.40	-7.11	0.02	0.13
-3.56	-6.98	0.02	0.13
-3.68	-5.26	0.02	0.15
-3.70	-0.95	0.03	-0.00
-3.64	2.55	0.03	0.02
-3.46	7.75	0.03	-0.02
-3.21	11.27	0.03	-0.01
-2.89	13.90	0.02	-0.12
-2.53	15.66	0.02	-0.25
-2.14	16.55	0.01	-0.28
-1.74	16.68	0.00	-0.41
-1.37	16.68	-0.00	-0.29
-1.01	14.85	-0.01	-0.27
-0.71	13.22	-0.02	-0.27
-0.46	11.37	-0.02	-0.14
-0.24	8.77	-0.02	-0.14
-0.10	5.41	-0.02	-0.13
-0.02	3.64	-0.03	-0.02
0.00	0.92	-0.03	0.00
-0.02	-0.84	-0.02	0.00
-0.12	-4.29	-0.02	-0.00
-0.28	-6.92	-0.02	0.13
-0.48	-8.68	-0.02	0.15
-0.73	-11.28	-0.01	0.27
-1.01	-12.19	-0.01	0.27
-1.31	-13.06	-0.00	0.26
-1.60	-12.22	0.01	0.26
-1.88	-11.46	0.01	0.28
-2.12	-9.74	0.02	0.27
-2.32	-8.85	0.02	0.13
-2.47	-7.01	0.03	0.16
-2.49	-0.98	0.03	0.12
-2.43	2.55	0.03	-0.01
-2.32	5.18	0.03	0.00
-2.12	8.65	0.03	-0.00
-1.88	10.43	0.03	-0.00
-1.54	13.88	0.03	-0.00
-1.15	17.48	0.03	-0.13
-0.67	20.00	0.02	-0.41
-0.16	21.87	0.01	-0.36
0.36	22.76	0.00	-0.42
0.87	21.07	-0.01	-0.42
1.35	20.18	-0.02	-0.30
1.76	18.46	-0.02	-0.39
2.14	16.60	-0.03	-0.27
2.43	13.14	-0.04	-0.26
2.65	9.65	-0.04	-0.14
2.79	6.17	-0.04	-0.14
2.83	1.82	-0.04	-0.01
2.79	-1.68	-0.04	-0.02
2.65	-6.02	-0.04	0.00
2.41	-9.52	-0.04	-0.00
2.10	-13.98	-0.04	0.15
1.76	-14.80	-0.03	0.26
1.35	-17.39	-0.02	0.38
0.91	-19.26	-0.02	0.28
0.42	-20.89	-0.01	0.41
-0.06	-21.04	0.00	0.42
-0.51	-20.07	0.01	0.41
-0.95	-17.60	0.02	0.40
-1.29	-14.98	0.03	0.29
-1.56	-11.40	0.03	0.25
-1.74	-8.03	0.04	0.27
-1.84	-4.43	0.04	0.12
-1.86	-0.94	0.04	0.00
-1.74	5.12	0.05	0.13
-1.52	9.51	0.05	0.00
-1.21	13.87	0.05	0.03
-0.75	19.08	0.04	-0.15
-0.20	23.57	0.04	-0.27
0.44	27.07	0.03	-0.25
1.15	30.56	0.02	-0.41
1.92	33.19	0.02	-0.25
2.71	34.10	0.01	-0.43
3.52	34.97	-0.00	-0.40
4.35	35.10	-0.01	-0.40
5.17	34.99	-0.02	-0.42
5.96	34.13	-0.03	-0.40
6.71	32.40	-0.04	-0.41
7.38	29.80	-0.05	-0.27
8.00	27.07	-0.05	-0.27
8.53	22.74	-0.06	-0.13
8.95	18.50	-0.06	-0.14
9.30	14.89	-0.06	-0.00
9.56	10.66	-0.06	-0.00
9.74	7.16	-0.06	-0.00
9.82	3.67	-0.06	-0.01
9.82	0.07	-0.06	0.13
9.76	-1.71	-0.05	0.26
9.64	-4.43	-0.04	0.26
9.48	-6.19	-0.04	0.27
9.30	-7.93	-0.03	0.27
9.08	-8.70	-0.02	0.29
8.95	-6.27	-0.02	0.27
8.83	-5.25	-0.01	0.28
8.75	-3.52	-0.00	0.27
8.73	-0.92	-0.00	-0.03
8.73	-0.02	-0.00	0.03
8.87	5.99	-0.00	-0.01
9.06	8.67	-0.00	-0.00
9.32	11.28	-0.01	-0.26
9.62	12.19	-0.01	-0.25
9.90	12.32	-0.02	-0.27
10.19	11.47	-0.03	-0.42
10.45	10.59	-0.03	-0.27
10.67	8.87	-0.04	-0.29
10.83	7.12	-0.05	-0.25
10.93	4.41	-0.05	-0.14
10.96	1.79	-0.05	-0.12
10.91	-2.53	-0.05	-0.02
10.77	-5.18	-0.06	-0.13
10.55	-8.77	-0.06	-0.01
10.25	-13.11	-0.06	-0.01
9.84	-17.35	-0.05	-0.01
9.34	-21.83	-0.05	0.16
8.83	-22.65	-0.04	0.25
8.23	-24.49	-0.04	0.25
7.62	-26.24	-0.03	0.30
6.99	-27.12	-0.02	0.29
6.39	-25.43	-0.02	0.27
5.80	-25.40	-0.01	0.27
5.21	-25.40	-0.00	0.27
