0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.02	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.03	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.02	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.02	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.02	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.02	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.02	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.02	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	-0.02	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.02	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.03	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	0.02	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.01	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
0.00	0.00	-3.16	0.00	0.00
0.00	0.00	-3.16	-0.00	0.00
