0.00	-0.00	0.01	-0.18	0.10
0.00	-0.00	-0.00	-0.32	-3.05
-0.10	-4.28	0.00	0.03	-0.23
-0.24	-6.07	0.00	0.00	0.36
-0.36	-5.25	0.00	0.00	0.07
-0.48	-5.23	0.00	0.00	0.08
-0.59	-5.23	0.00	-0.01	0.17
-0.69	-4.37	0.00	-0.00	-0.05
-0.79	-4.36	0.00	-0.00	-0.08
-0.91	-5.21	0.00	0.01	-0.02
-1.01	-4.37	0.00	-0.00	-0.04
-1.13	-4.47	0.00	-0.01	-0.13
-1.25	-5.22	0.00	-0.00	0.02
-1.37	-5.23	0.00	0.13	0.01
-1.48	-5.23	0.00	0.00	0.13
-1.60	-5.23	0.00	0.00	0.19
-1.70	-4.37	0.00	-0.01	-0.01
-1.82	-5.21	0.01	0.13	0.24
-1.92	-4.37	0.01	-0.00	0.54
-1.98	-2.65	0.01	-0.00	0.16
-2.06	-3.47	0.01	-0.00	0.20
-2.12	-2.63	0.01	-0.00	0.17
-2.16	-1.76	0.01	-0.01	0.20
-2.20	-1.74	0.01	0.00	0.20
-2.24	-1.74	0.01	-0.01	0.38
-2.26	-0.89	0.00	-0.14	0.17
-2.28	-0.87	0.00	-0.00	-0.21
-2.30	-0.87	0.00	0.01	-0.35
-2.34	-1.73	0.00	-0.01	-1.57
-2.43	-3.45	0.00	-0.00	-0.11
-2.53	-4.46	0.00	0.00	-0.21
-2.65	-5.22	0.01	0.26	0.06
-2.75	-4.37	0.01	0.14	0.74
-2.83	-3.50	0.01	0.14	0.53
-2.89	-2.63	0.01	0.00	0.64
-2.93	-1.76	0.02	0.15	0.64
-2.97	-1.74	0.02	-0.01	0.77
-2.95	0.82	0.02	-0.00	0.61
-2.91	1.73	0.02	0.00	0.64
-2.83	2.60	0.02	-0.01	0.63
-2.75	3.59	0.01	0.02	0.80
-2.61	6.06	0.01	-0.16	-1.18
-2.51	3.53	0.01	-0.01	0.04
-2.43	3.60	0.01	-0.02	-1.20
-2.39	1.78	0.01	-0.00	0.29
-2.34	2.60	0.01	-0.02	0.08
-2.30	1.76	0.01	0.00	0.37
-2.22	3.46	0.01	0.14	0.41
-2.14	3.49	0.01	-0.01	0.73
-2.04	4.34	0.01	-0.01	0.33
-1.90	6.07	0.01	-0.00	0.50
-1.76	6.10	0.01	0.00	0.45
-1.60	6.96	0.01	0.00	0.51
-1.41	8.68	0.01	-0.14	0.49
-1.21	8.72	0.01	-0.13	0.06
-0.99	8.72	0.00	-0.14	-0.21
-0.79	8.83	-0.00	-0.13	-0.15
-0.61	7.86	-0.00	-0.00	-0.19
-0.42	7.96	-0.00	-0.03	-1.54
-0.30	5.28	-0.00	-0.01	-0.22
-0.18	5.23	-0.00	0.00	-0.18
-0.08	4.37	-0.00	-0.03	-0.14
0.02	4.36	-0.00	0.01	-0.10
0.12	4.36	-0.00	0.13	0.00
0.22	4.36	-0.00	0.00	0.26
0.34	5.21	-0.00	-0.00	0.07
0.46	4.37	0.00	0.14	0.19
0.55	4.47	0.00	-0.00	0.45
0.69	6.07	0.00	-0.00	0.09
0.83	6.10	0.00	-0.00	0.56
0.99	6.96	0.00	0.00	0.26
1.17	6.97	0.00	-0.00	0.24
1.35	7.94	0.00	0.00	0.24
1.54	7.85	-0.00	0.00	0.35
1.74	7.96	-0.00	-0.02	-1.26
1.90	7.11	-0.00	-0.04	-1.49
2.00	4.41	-0.00	0.00	0.07
2.10	4.36	-0.00	-0.00	0.03
2.18	3.50	-0.00	0.13	0.27
2.30	5.20	-0.00	-0.00	0.41
2.41	5.23	-0.00	-0.00	0.20
2.55	6.09	-0.00	0.00	-0.00
2.69	5.25	-0.00	-0.02	0.30
2.83	6.20	-0.00	0.01	0.38
2.99	6.96	-0.00	0.00	0.33
3.17	7.83	-0.00	-0.14	0.17
3.34	7.84	-0.01	-0.01	0.00
3.52	7.84	-0.01	-0.02	-1.46
3.64	5.28	-0.01	-0.04	-1.72
3.70	2.66	-0.01	0.01	-0.13
3.76	2.62	-0.01	-0.02	-0.12
3.80	1.76	-0.01	0.13	0.02
3.84	1.74	-0.00	0.13	0.42
3.90	2.60	-0.00	0.14	0.35
3.98	3.47	-0.00	0.01	0.55
4.06	3.49	-0.00	0.00	0.38
4.18	5.20	-0.00	-0.00	0.39
4.29	5.23	-0.00	-0.00	0.40
4.45	6.94	-0.00	-0.00	0.42
4.61	6.97	-0.00	-0.13	0.11
4.77	6.97	-0.01	-0.13	-0.14
4.93	6.97	-0.01	-0.14	-0.19
5.09	6.97	-0.01	-0.02	-0.15
5.23	6.12	-0.02	-0.02	-1.68
5.32	4.39	-0.02	-0.02	-1.93
5.30	-0.78	-0.02	-0.00	-0.34
5.28	-0.87	-0.01	0.14	-0.21
5.26	-0.87	-0.01	0.28	0.43
5.26	-0.02	-0.00	0.13	0.60
5.26	-0.00	-0.00	0.13	0.65
5.30	1.71	-0.00	-0.00	0.65
5.38	3.45	-0.00	-0.00	0.46
5.46	3.49	-0.00	-0.00	0.46
5.58	5.20	-0.00	0.00	0.41
5.70	5.23	-0.00	-0.00	0.56
5.86	6.09	-0.00	-0.13	0.37
6.02	7.07	-0.01	-0.14	0.22
6.19	6.98	-0.01	-0.14	-0.11
6.35	7.09	-0.02	-0.03	-1.77
6.45	4.41	-0.02	-0.02	-1.80
6.47	0.94	-0.02	0.00	-0.26
6.47	0.02	-0.02	-0.00	-0.25
6.49	0.86	-0.01	0.13	-0.11
6.49	0.02	-0.01	0.13	0.25
6.49	0.00	-0.01	0.13	0.39
6.53	1.71	-0.00	0.14	0.51
6.57	1.74	-0.00	-0.00	0.68
6.63	2.60	-0.00	-0.02	0.41
6.73	4.33	-0.00	0.00	0.44
6.83	4.36	-0.00	-0.00	0.58
6.97	6.07	-0.01	-0.14	0.31
7.11	6.10	-0.01	-0.14	0.01
7.24	6.10	-0.01	-0.15	-0.14
7.40	6.10	-0.02	-0.27	-0.47
7.52	5.36	-0.02	-0.14	-0.71
7.60	3.52	-0.03	-0.01	-0.63
7.68	2.63	-0.03	-0.02	-2.18
7.66	-0.69	-0.03	0.00	-0.49
7.62	-1.72	-0.03	-0.01	-0.65
7.56	-2.60	-0.02	0.13	-0.47
7.48	-3.47	-0.02	0.13	-0.12
7.38	-3.60	-0.01	0.27	0.08
7.28	-4.34	-0.01	0.13	0.56
7.22	-2.65	-0.01	-0.01	0.32
7.16	-2.62	-0.01	0.13	0.21
7.11	-1.76	-0.01	0.00	0.49
7.09	-1.00	-0.01	-0.02	0.19
7.07	-0.87	-0.01	0.00	0.34
7.07	-0.02	-0.01	-0.00	0.31
7.07	-0.00	-0.01	0.00	0.28
7.09	0.86	-0.01	-0.14	0.16
7.13	1.73	-0.01	-0.14	-0.28
7.13	0.03	-0.02	-0.15	-0.41
7.14	0.86	-0.02	-0.13	-0.52
7.13	-0.84	-0.02	-0.00	-0.53
7.09	-1.73	-0.02	-0.02	-2.06
6.97	-5.17	-0.02	-0.01	-0.46
6.83	-6.08	-0.02	-0.00	-0.62
6.65	-7.81	-0.02	0.12	-0.45
6.45	-8.70	-0.01	0.27	-0.20
6.25	-8.72	-0.01	0.14	0.40
6.08	-7.86	-0.01	0.13	0.34
5.90	-7.85	-0.00	0.14	0.45
5.76	-6.13	-0.00	-0.00	0.44
5.62	-6.10	-0.00	0.00	0.18
5.48	-5.25	-0.00	-0.01	0.22
5.36	-4.49	-0.00	0.00	0.13
5.26	-4.48	-0.00	-0.00	0.11
5.17	-4.36	-0.00	-0.01	0.19
5.07	-4.36	-0.01	-0.00	0.19
4.97	-4.36	-0.01	-0.02	-1.83
4.81	-6.93	-0.01	0.01	0.05
4.65	-6.97	-0.01	0.00	-0.03
4.47	-7.83	-0.01	-0.00	0.04
4.31	-6.99	-0.01	-0.01	-0.05
4.16	-6.97	-0.01	0.00	-0.03
3.98	-6.97	-0.01	-0.00	-0.24
3.82	-7.09	-0.01	-0.01	-0.14
3.64	-7.83	-0.01	-0.00	-0.11
3.44	-7.84	-0.01	0.00	-0.15
3.27	-7.96	-0.01	-0.00	-0.15
3.07	-8.70	-0.01	-0.00	-0.27
2.87	-8.72	-0.01	-0.00	-0.14
2.65	-8.83	-0.01	-0.01	-0.30
2.43	-9.57	-0.01	-0.00	-0.22
2.20	-10.44	-0.01	-0.00	-0.25
1.96	-10.46	-0.01	-0.00	-0.34
1.70	-11.32	-0.00	0.13	-0.06
1.44	-11.33	-0.00	0.00	-0.06
1.19	-11.33	-0.00	-0.00	-0.24
0.91	-11.33	-0.00	0.13	-0.13
0.65	-11.45	-0.00	-0.02	-0.01
0.38	-12.19	-0.00	0.01	-0.11
0.10	-12.20	0.00	0.13	0.02
-0.18	-12.20	0.00	0.00	0.27
-0.46	-11.35	0.00	-0.00	-0.12
-0.71	-11.45	0.00	-0.00	-0.15
-1.01	-11.45	0.01	0.14	-0.06
-1.29	-12.31	0.01	0.02	0.15
-1.56	-12.21	0.00	-0.01	-0.35
-1.86	-12.20	0.01	0.13	0.09
-2.16	-12.32	0.01	0.01	0.31
-2.41	-11.47	0.01	0.00	-0.00
-2.69	-11.45	0.01	-0.00	-0.06
-2.99	-12.19	0.01	0.13	0.18
-3.25	-11.46	0.01	-0.00	0.23
-3.50	-11.33	0.01	0.00	0.03
-3.78	-10.59	0.01	0.01	0.03
-4.04	-11.43	0.01	-0.00	-0.01
-4.29	-11.33	0.01	-0.00	0.11
-4.55	-11.33	0.01	0.13	0.18
-4.81	-10.48	0.01	-0.01	0.35
-5.03	-9.72	0.01	0.00	0.09
-5.26	-10.45	0.01	0.00	0.13
-5.50	-9.60	0.01	0.00	0.05
-5.72	-9.70	0.01	-0.00	0.14
-5.94	-9.59	0.01	-0.00	0.11
-6.16	-8.73	0.01	-0.00	0.11
-6.35	-8.83	0.01	-0.00	-0.04
-6.57	-9.57	0.01	-0.00	0.06
-6.77	-8.73	0.01	-0.01	0.05
-6.99	-8.72	0.01	0.02	0.04
-7.18	-8.83	0.01	0.00	-0.13
-7.40	-8.72	0.01	-0.00	-0.06
-7.60	-8.83	0.01	0.00	-0.14
-7.82	-9.57	0.01	-0.00	-0.07
-8.04	-9.59	0.02	0.13	0.04
-8.25	-9.59	0.02	-0.01	0.26
-8.47	-9.59	0.02	0.13	0.23
-8.67	-8.73	0.02	0.14	0.59
-8.85	-7.86	0.02	-0.00	0.53
-9.01	-6.13	0.02	0.00	0.31
-9.14	-6.22	0.02	-0.00	0.25
-9.28	-5.25	0.02	0.01	0.33
-9.40	-4.49	0.02	-0.00	0.22
-9.50	-4.48	0.02	-0.01	0.27
-9.60	-4.36	0.02	-0.01	0.27
-9.70	-3.50	0.02	-0.00	0.31
-9.76	-2.75	0.02	0.00	0.25
-9.84	-3.47	0.02	0.02	0.17
-9.90	-2.63	0.02	-0.00	0.29
-9.94	-1.76	0.02	-0.00	0.27
-9.98	-1.74	0.02	0.00	0.22
-9.99	-0.89	0.02	-0.02	-1.35
-10.09	-3.44	0.02	-0.01	0.10
-10.15	-2.75	0.02	-0.00	-0.02
-10.23	-3.47	0.02	0.14	0.25
-10.31	-3.49	0.03	0.13	0.67
-10.35	-1.78	0.03	-0.00	0.55
-10.37	-0.89	0.03	-0.00	0.44
-10.37	-0.02	0.03	0.00	0.45
-10.35	0.86	0.03	-0.01	0.50
-10.31	1.73	0.03	0.00	0.40
-10.27	1.74	0.03	0.00	0.50
-10.19	3.45	0.02	0.00	0.48
-10.09	4.34	0.02	-0.03	-1.00
-10.05	1.79	0.02	-0.14	0.07
-9.99	2.60	0.02	-0.01	-0.03
-9.94	2.61	0.02	0.00	0.18
-9.88	2.61	0.02	0.00	0.26
-9.82	2.61	0.02	-0.01	0.24
-9.72	3.47	0.02	-0.00	0.24
-9.64	3.60	0.02	-0.00	0.30
-9.54	4.34	0.02	-0.00	0.22
-9.42	4.36	0.02	-0.02	0.21
-9.30	4.47	0.02	0.00	0.43
-9.18	5.33	0.02	-0.00	0.42
-9.03	6.20	0.02	0.00	0.34
-8.85	7.81	0.02	-0.01	-1.36
-8.73	5.28	0.02	-0.00	0.17
-8.61	5.23	0.02	0.00	0.23
-8.49	5.23	0.02	-0.01	0.48
-8.35	6.09	0.02	-0.01	0.14
-8.19	6.22	0.02	-0.01	0.35
-8.02	7.82	0.02	0.00	0.21
-7.84	6.99	0.02	-0.00	0.32
-7.66	7.95	0.01	-0.12	0.22
-7.46	8.70	0.01	0.00	-0.05
-7.26	8.72	0.01	-0.13	0.22
-7.07	8.72	0.01	-0.01	-0.13
-6.87	8.72	0.01	-0.00	0.05
-6.67	8.72	0.01	-0.02	-1.69
-6.53	6.15	0.01	-0.00	-0.07
-6.39	6.10	0.01	0.00	-0.07
-6.25	5.25	0.01	0.13	0.20
-6.14	5.35	0.01	0.13	0.53
-5.98	6.94	0.01	0.00	0.48
-5.80	6.97	0.01	-0.01	0.31
-5.62	7.94	0.01	0.00	0.28
-5.42	8.70	0.01	0.00	0.38
-5.21	9.57	0.01	-0.00	0.40
-4.97	10.44	0.01	-0.00	0.38
-4.73	10.46	0.01	-0.14	0.36
-4.47	11.32	0.01	-0.14	0.12
-4.20	12.19	0.00	-0.14	-0.17
-3.94	11.35	0.00	-0.14	-0.09
-3.68	11.33	0.00	-0.01	-0.32
-3.42	10.48	-0.00	-0.14	-0.22
-3.21	9.72	-0.00	-0.02	-0.36
